@relation 'Wine Quality Dataset-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality numeric

@data
0.274336,0.30137,0.2,0.075342,0.105175,0.119403,0.116608,0.633627,0.582677,0.173653,0.138462,5
0.256637,0.315068,0.2,0.075342,0.101836,0.492537,0.134276,0.357562,0.283465,0.05988,0.138462,5
0.274336,0.575342,0.2,0.075342,0.058431,0.208955,0.190813,0.398678,0.488189,0.065868,0.384615,5
0.238938,0.178082,0.21,0.075342,0.113523,0.089552,0.102473,0.442731,0.464567,0.083832,0.169231,5
0.318584,0.39726,0.23,0.075342,0.145242,0.19403,0.265018,0.530837,0.354331,0.221557,0.153846,5
0.19469,0.246575,0.25,0.075342,0.106845,0.41791,0.194346,0.383994,0.472441,0.161677,0.307692,5
0.300885,0.273973,0.25,0.075342,0.110184,0.268657,0.187279,0.4442,0.440945,0.08982,0.276923,5
0.469027,0.308219,0.25,0.075342,0.153589,0.164179,0.293286,0.457416,0.23622,0.341317,0.261538,5
0.389381,0.315068,0.25,0.075342,0.153589,0.104478,0.053004,0.559471,0.417323,0.233533,0.184615,5
0.247788,0.280822,0.26,0.075342,0.148581,0.223881,0.233216,0.413363,0.322835,0.143713,0.153846,5
0.238938,0.321918,0.26,0.075342,0.113523,0.238806,0.34629,0.423642,0.425197,0.113772,0.230769,5
0.283186,0.328767,0.26,0.075342,0.113523,0.447761,0.441696,0.451542,0.370079,0.113772,0.230769,5
0.283186,0.328767,0.26,0.075342,0.113523,0.447761,0.441696,0.451542,0.370079,0.113772,0.230769,5
0.283186,0.328767,0.26,0.075342,0.113523,0.447761,0.441696,0.451542,0.370079,0.113772,0.230769,5
0.415929,0.366438,0.26,0.075342,0.140234,0.059701,0.102473,0.536711,0.401575,0.053892,0.184615,5
0.221239,0.150685,0.28,0.075342,0.116861,0.447761,0.219081,0.504405,0.559055,0.08982,0.153846,5
0.221239,0.150685,0.28,0.075342,0.116861,0.447761,0.219081,0.504405,0.559055,0.08982,0.153846,5
0.292035,0.260274,0.33,0.075342,0.1202,0.208955,0.484099,0.494126,0.362205,0.131737,0.169231,5
0.221239,0.386986,0.35,0.075342,0.126878,0.119403,0.303887,0.457416,0.425197,0.173653,0.153846,5
0.230088,0.202055,0.36,0.075342,0.115192,0.179104,0.137809,0.523495,0.582677,0.185629,0.123077,5
0.415929,0.10274,0.41,0.075342,0.131886,0.074627,0.035336,0.582232,0.425197,0.221557,0.2,5
0.247788,0.260274,0.47,0.075342,0.123539,0.298507,0.236749,0.508811,0.488189,0.143713,0.107692,5
0.247788,0.184932,0.48,0.075342,0.116861,0.19403,0.215548,0.523495,0.472441,0.131737,0.123077,5
0.380531,0.335616,0.49,0.075342,0.430718,0.328358,0.367491,0.523495,0.299213,0.413174,0.138462,5
0.584071,0.191781,0.5,0.075342,0.145242,0.268657,0.155477,0.56975,0.283465,0.149701,0.307692,5
0.353982,0.253425,0.51,0.075342,0.684474,0.223881,0.19788,0.57489,0.228346,0.502994,0.092308,5
0.433628,0.171233,0.52,0.075342,0.116861,0.074627,0.070671,0.582232,0.346457,0.107784,0.169231,5
0.300885,0.428082,0.56,0.075342,0.176962,0.432836,0.452297,0.494126,0.393701,0.197605,0.153846,5
0.380531,0.130137,0.57,0.075342,0.165275,0.373134,0.279152,0.516153,0.409449,0.11976,0.2,5
0.699115,0.232877,0.63,0.075342,0.098497,0.074627,0.031802,0.640969,0.19685,0.323353,0.276923,5
0.176991,0.393836,0,0.082192,0.105175,0.164179,0.176678,0.494126,0.590551,0.203593,0.123077,5
0.088496,0.544521,0,0.082192,0.048414,0.238806,0.254417,0.248899,0.740157,0.239521,0.461538,5
0.132743,0.321918,0.01,0.082192,0.073456,0.059701,0.024735,0.34141,0.614173,0.137725,0.461538,5
0.176991,0.308219,0.02,0.082192,0.171953,0.074627,0.035336,0.475037,0.503937,0.215569,0.169231,5
0.238938,0.489726,0.03,0.082192,0.133556,0.134328,0.045936,0.479442,0.511811,0.083832,0.184615,5
0.221239,0.390411,0.04,0.082192,0.093489,0.268657,0.074205,0.517621,0.551181,0.203593,0.215385,5
0.185841,0.246575,0.08,0.082192,0.086811,0.253731,0.09894,0.400147,0.464567,0.185629,0.2,5
0.336283,0.30137,0.08,0.082192,0.155259,0.223881,0.134276,0.420705,0.307087,0.113772,0.4,5
0.212389,0.267123,0.09,0.082192,0.083472,0.044776,0.010601,0.423642,0.480315,0.125749,0.323077,5
0.19469,0.356164,0.1,0.082192,0.12187,0.253731,0.335689,0.406021,0.472441,0.113772,0.276923,5
0.274336,0.578767,0.1,0.082192,0.166945,0.149254,0.056537,0.457416,0.409449,0.101796,0.169231,5
0.274336,0.606164,0.15,0.082192,0.15025,0.149254,0.091873,0.438326,0.385827,0.08982,0.246154,5
0.212389,0.366438,0.16,0.082192,0.103506,0.104478,0.067138,0.439794,0.496063,0.131737,0.2,5
0.345133,0.369863,0.2,0.082192,0.141903,0.328358,0.378092,0.53304,0.307087,0.08982,0.123077,5
0.19469,0.383562,0.21,0.082192,0.096828,0.119403,0.060071,0.395742,0.503937,0.161677,0.292308,5
0.292035,0.390411,0.21,0.082192,0.113523,0.477612,0.477032,0.450073,0.401575,0.107784,0.230769,5
0.309735,0.311644,0.22,0.082192,0.108514,0.164179,0.208481,0.486784,0.433071,0.107784,0.123077,5
0.309735,0.311644,0.22,0.082192,0.108514,0.164179,0.208481,0.486784,0.433071,0.107784,0.123077,5
0.300885,0.328767,0.22,0.082192,0.113523,0.358209,0.349823,0.444934,0.440945,0.095808,0.230769,5
0.300885,0.328767,0.22,0.082192,0.113523,0.358209,0.349823,0.444934,0.440945,0.095808,0.230769,5
0.185841,0.356164,0.23,0.082192,0.113523,0.149254,0.399293,0.389868,0.488189,0.221557,0.384615,5
0.185841,0.356164,0.23,0.082192,0.113523,0.149254,0.399293,0.389868,0.488189,0.221557,0.384615,5
0.415929,0.407534,0.24,0.082192,0.096828,0.059701,0.04947,0.479442,0.299213,0.155689,0.230769,5
0.274336,0.267123,0.28,0.082192,0.125209,0.328358,0.169611,0.582232,0.535433,0.245509,0.123077,5
0.150442,0.308219,0.28,0.082192,0.0601,0.179104,0.151943,0.269457,0.527559,0.161677,0.676923,5
0.265487,0.212329,0.29,0.082192,0.105175,0.268657,0.212014,0.522026,0.519685,0.185629,0.169231,5
0.265487,0.212329,0.29,0.082192,0.105175,0.268657,0.212014,0.522026,0.519685,0.185629,0.169231,5
0.141593,0.232877,0.29,0.082192,0.103506,0.462687,0.325088,0.419236,0.464567,0.173653,0.215385,5
0.415929,0.246575,0.29,0.082192,0.191987,0.074627,0.035336,0.494126,0.377953,0.233533,0.430769,5
0.230088,0.19863,0.3,0.082192,0.118531,0.507463,0.233216,0.508811,0.551181,0.113772,0.153846,5
0.415929,0.184932,0.44,0.082192,0.158598,0.492537,0.420495,0.567548,0.314961,0.532934,0.169231,5
0.336283,0.363014,0.6,0.082192,0.166945,0.164179,0.29682,0.530837,0.362205,0.113772,0.123077,5
0.221239,0.383562,0,0.089041,0.101836,0.164179,0.056537,0.501468,0.582677,0.101796,0.138462,5
0.238938,0.421233,0,0.089041,0.113523,0.253731,0.077739,0.556535,0.527559,0.161677,0.153846,5
0.159292,0.462329,0,0.089041,0.088481,0.402985,0.162544,0.272394,0.590551,0.113772,0.492308,5
0.309735,0.513699,0,0.089041,0.1202,0.134328,0.088339,0.476505,0.401575,0.101796,0.215385,5
0.309735,0.513699,0,0.089041,0.1202,0.134328,0.088339,0.476505,0.401575,0.101796,0.215385,5
0.176991,0.520548,0.04,0.089041,0.09015,0.164179,0.04947,0.461821,0.622047,0.137725,0.230769,5
0.336283,0.342466,0.09,0.089041,0.1202,0.149254,0.360424,0.464758,0.322835,0.197605,0.215385,5
0.256637,0.315068,0.14,0.089041,0.108514,0.38806,0.190813,0.457416,0.425197,0.155689,0.215385,5
0.20354,0.294521,0.15,0.089041,0.106845,0.268657,0.120141,0.442731,0.527559,0.155689,0.261538,5
0.265487,0.294521,0.21,0.089041,0.098497,0.089552,0.077739,0.464758,0.425197,0.131737,0.2,5
0.265487,0.294521,0.21,0.089041,0.098497,0.089552,0.077739,0.464758,0.425197,0.131737,0.2,5
0.274336,0.356164,0.21,0.089041,0.108514,0.462687,0.448763,0.406021,0.417323,0.071856,0.230769,5
0.309735,0.369863,0.22,0.089041,0.095159,0.119403,0.060071,0.494126,0.440945,0.520958,0.292308,5
0.309735,0.414384,0.22,0.089041,0.100167,0.149254,0.123675,0.486784,0.488189,0.131737,0.107692,5
0.39823,0.44863,0.22,0.089041,0.111853,0.164179,0.14841,0.552863,0.346457,0.107784,0.184615,5
0.230088,0.253425,0.24,0.089041,0.096828,0.059701,0.106007,0.435389,0.464567,0.08982,0.153846,5
0.442478,0.383562,0.24,0.089041,0.125209,0.059701,0.077739,0.640969,0.314961,0.161677,0.276923,5
0.327434,0.328767,0.25,0.089041,0.176962,0.119403,0.113074,0.447137,0.322835,0.11976,0.215385,5
0.327434,0.328767,0.25,0.089041,0.176962,0.119403,0.113074,0.447137,0.322835,0.11976,0.215385,5
0.318584,0.308219,0.26,0.089041,0.080134,0.402985,0.208481,0.428047,0.440945,0.05988,0.261538,5
0.371681,0.328767,0.29,0.089041,0.143573,0.059701,0.031802,0.640969,0.488189,0.095808,0.107692,5
0.371681,0.328767,0.29,0.089041,0.143573,0.059701,0.031802,0.640969,0.488189,0.095808,0.107692,5
0.221239,0.130137,0.3,0.089041,0.068447,0.522388,0.427562,0.4721,0.15748,0.772455,0.169231,5
0.265487,0.342466,0.32,0.089041,0.116861,0.089552,0.169611,0.479442,0.488189,0.113772,0.153846,5
0.238938,0.390411,0.32,0.089041,0.095159,0.507463,0.34629,0.458884,0.464567,0.107784,0.169231,5
0.283186,0.294521,0.35,0.089041,0.103506,0.298507,0.212014,0.538179,0.401575,0.137725,0.123077,5
0.424779,0.150685,0.37,0.089041,0.105175,0.059701,0.024735,0.582232,0.377953,0.173653,0.123077,5
0.539823,0.212329,0.39,0.089041,0.156928,0.104478,0.091873,0.626285,0.11811,0.101796,0.184615,5
0.539823,0.212329,0.39,0.089041,0.156928,0.104478,0.091873,0.626285,0.11811,0.101796,0.184615,5
0.292035,0.041096,0.4,0.089041,0.06177,0.552239,0.215548,0.435389,0.464567,0.359281,0.446154,5
0.371681,0.191781,0.4,0.089041,0.111853,0.268657,0.162544,0.582232,0.551181,0.185629,0.123077,5
0.274336,0.558219,0.43,0.089041,0.170284,0.313433,0.381625,0.508811,0.401575,0.239521,0.123077,5
0.247788,0.239726,0.46,0.089041,0.170284,0.089552,0.04947,0.469897,0.456693,0.179641,0.323077,5
0.681416,0.260274,0.49,0.089041,0.128548,0.059701,0.028269,0.743759,0.354331,0.065868,0.184615,5
0.681416,0.260274,0.49,0.089041,0.128548,0.059701,0.028269,0.743759,0.354331,0.065868,0.184615,5
0.477876,0.136986,0.59,0.089041,0.108514,0.029851,0.031802,0.685022,0.362205,0.269461,0.184615,5
0.477876,0.136986,0.59,0.089041,0.108514,0.029851,0.031802,0.685022,0.362205,0.269461,0.184615,5
0.530973,0.164384,0.6,0.089041,0.233723,0.089552,0.042403,0.626285,0.23622,0.437126,0.153846,5
0.371681,0.19863,0.64,0.089041,0.135225,0.119403,0.127208,0.626285,0.629921,0.197605,0.323077,5
0.345133,0.232877,0.31,0.092466,0.110184,0.462687,0.183746,0.582232,0.464567,0.125749,0.215385,5
0.221239,0.376712,0,0.09589,0.118531,0.253731,0.074205,0.558737,0.551181,0.125749,0.153846,5
0.168142,0.523973,0,0.09589,0.257095,0.074627,0.021201,0.399413,0.645669,0.107784,0.369231,5
0.230088,0.363014,0.02,0.09589,0.136895,0.059701,0.088339,0.67768,0.732283,0.281437,0.2,5
0.230088,0.369863,0.03,0.09589,0.110184,0.223881,0.282686,0.540382,0.622047,0.143713,0.2,5
0.230088,0.369863,0.03,0.09589,0.110184,0.223881,0.282686,0.540382,0.622047,0.143713,0.2,5
0.283186,0.438356,0.04,0.09589,0.133556,0.208955,0.169611,0.508811,0.409449,0.191617,0.215385,5
0.088496,0.260274,0.09,0.09589,0.06177,0.238806,0.328622,0.26652,0.700787,0.179641,0.707692,5
0.345133,0.253425,0.11,0.09589,0.1202,0.119403,0.215548,0.494126,0.338583,0.11976,0.153846,5
0.353982,0.465753,0.11,0.09589,0.1202,0.164179,0.088339,0.57489,0.519685,0.08982,0.230769,5
0.327434,0.366438,0.12,0.09589,0.118531,0.208955,0.378092,0.479442,0.338583,0.197605,0.215385,5
0.283186,0.321918,0.18,0.09589,0.106845,0.238806,0.169611,0.545521,0.543307,0.155689,0.246154,5
0.212389,0.205479,0.19,0.09589,0.098497,0.253731,0.106007,0.344347,0.511811,0.137725,0.384615,5
0.265487,0.458904,0.21,0.09589,0.125209,0.298507,0.219081,0.398678,0.299213,0.065868,0.123077,5
0.362832,0.441781,0.22,0.09589,0.086811,0.119403,0.127208,0.457416,0.283465,0.131737,0.153846,5
0.238938,0.136986,0.23,0.09589,0.09015,0.507463,0.226148,0.426579,0.543307,0.173653,0.261538,5
0.265487,0.386986,0.23,0.09589,0.165275,0.283582,0.275618,0.464758,0.370079,0.167665,0.138462,5
0.132743,0.136986,0.25,0.09589,0.098497,0.328358,0.183746,0.459618,0.535433,0.383234,0.338462,5
0.353982,0.239726,0.27,0.09589,0.071786,0.19403,0.077739,0.373715,0.346457,0.281437,0.430769,5
0.353982,0.239726,0.27,0.09589,0.071786,0.19403,0.077739,0.373715,0.346457,0.281437,0.430769,5
0.433628,0.308219,0.27,0.09589,0.116861,0.328358,0.487633,0.569016,0.417323,0.131737,0.153846,5
0.433628,0.523973,0.27,0.09589,0.1202,0.447761,0.491166,0.567548,0.393701,0.11976,0.153846,5
0.265487,0.184932,0.31,0.09589,0.116861,0.328358,0.229682,0.596916,0.614173,0.191617,0.2,5
0.460177,0.589041,0.32,0.09589,0.110184,0.507463,0.515901,0.582232,0.401575,0.08982,0.153846,5
0.442478,0.19863,0.37,0.09589,0.131886,0.134328,0.060071,0.571953,0.393701,0.137725,0.323077,5
0.380531,0.321918,0.39,0.09589,0.138564,0.059701,0.056537,0.626285,0.496063,0.149701,0.292308,5
0.469027,0.157534,0.41,0.09589,0.118531,0.149254,0.194346,0.596916,0.370079,0.101796,0.169231,5
0.59292,0.171233,0.41,0.09589,0.126878,0.074627,0.035336,0.640969,0.275591,0.281437,0.138462,5
0.469027,0.287671,0.45,0.09589,0.098497,0.223881,0.120141,0.662996,0.511811,0.173653,0.153846,5
0.469027,0.287671,0.45,0.09589,0.098497,0.223881,0.120141,0.662996,0.511811,0.173653,0.153846,5
0.469027,0.287671,0.45,0.09589,0.098497,0.223881,0.120141,0.662996,0.511811,0.173653,0.153846,5
0.442478,0.328767,0.5,0.09589,0.111853,0.402985,0.229682,0.707048,0.598425,0.143713,0.2,5
0.681416,0.184932,0.63,0.09589,0.131886,0.074627,0.042403,0.758443,0.330709,0.095808,0.169231,5
0.681416,0.184932,0.63,0.09589,0.131886,0.074627,0.042403,0.758443,0.330709,0.095808,0.169231,5
0.433628,0.294521,0.66,0.09589,0.626043,0.164179,0.109541,0.596916,0.338583,0.203593,0.184615,5
0.274336,0.373288,0,0.10274,0.130217,0.104478,0.045936,0.538179,0.417323,0.239521,0.138462,5
0.389381,0.390411,0,0.10274,0.126878,0.268657,0.113074,0.655653,0.480315,0.161677,0.138462,5
0.088496,0.332192,0.05,0.10274,0.101836,0.268657,0.067138,0.184288,0.645669,0.131737,0.692308,5
0.185841,0.380137,0.07,0.10274,0.128548,0.238806,0.268551,0.420705,0.480315,0.125749,0.261538,5
0.168142,0.232877,0.14,0.10274,0.170284,0.119403,0.109541,0.532305,0.724409,0.191617,0.215385,5
0.371681,0.335616,0.14,0.10274,0.09182,0.134328,0.127208,0.501468,0.354331,0.155689,0.169231,5
0.371681,0.335616,0.14,0.10274,0.09182,0.134328,0.127208,0.501468,0.354331,0.155689,0.169231,5
0.327434,0.30137,0.22,0.10274,0.116861,0.134328,0.282686,0.604258,0.496063,0.173653,0.169231,5
0.300885,0.356164,0.22,0.10274,0.136895,0.059701,0.095406,0.4442,0.496063,0.149701,0.4,5
0.469027,0.349315,0.24,0.10274,0.108514,0.074627,0.095406,0.538179,0.275591,0.143713,0.153846,5
0.469027,0.349315,0.24,0.10274,0.108514,0.074627,0.095406,0.538179,0.275591,0.143713,0.153846,5
0.424779,0.386986,0.26,0.10274,0.116861,0.328358,0.484099,0.567548,0.425197,0.131737,0.153846,5
0.442478,0.520548,0.28,0.10274,0.123539,0.432836,0.498233,0.57489,0.393701,0.11976,0.153846,5
0.238938,0.315068,0.3,0.10274,0.103506,0.208955,0.173145,0.494126,0.566929,0.155689,0.276923,5
0.353982,0.239726,0.47,0.10274,0.103506,0.089552,0.081272,0.57489,0.267717,0.077844,0.169231,5
0.495575,0.082192,0.49,0.10274,0.105175,0.134328,0.077739,0.567548,0.314961,0.167665,0.307692,5
0.40708,0.212329,0.49,0.10274,0.123539,0.328358,0.388693,0.552863,0.385827,0.185629,0.169231,5
0.699115,0.30137,0.49,0.10274,0.086811,0.059701,0.074205,0.721733,0.267717,0.323353,0.384615,5
0.088496,0.369863,0,0.109589,0.09015,0.089552,0.031802,0.182819,0.614173,0.149701,0.692308,5
0.238938,0.393836,0,0.109589,0.105175,0.029851,0.024735,0.582232,0.590551,0.113772,0.123077,5
0.212389,0.469178,0,0.109589,0.093489,0.089552,0.04947,0.501468,0.582677,0.137725,0.184615,5
0.221239,0.321918,0.01,0.109589,0.108514,0.283582,0.279152,0.542584,0.637795,0.155689,0.215385,5
0.230088,0.417808,0.02,0.109589,0.106845,0.223881,0.127208,0.523495,0.551181,0.113772,0.138462,5
0.230088,0.342466,0.06,0.109589,0.110184,0.238806,0.275618,0.542584,0.606299,0.11976,0.2,5
0.265487,0.534247,0.06,0.109589,0.111853,0.059701,0.014134,0.486784,0.511811,0.137725,0.215385,5
0.141593,0.356164,0.09,0.109589,0.115192,0.208955,0.070671,0.389868,0.653543,0.179641,0.553846,5
0.265487,0.287671,0.13,0.109589,0.141903,0.343284,0.212014,0.571219,0.511811,0.167665,0.153846,5
0.380531,0.431507,0.14,0.109589,0.123539,0.119403,0.084806,0.599853,0.472441,0.185629,0.323077,5
0.327434,0.5,0.14,0.109589,0.135225,0.179104,0.169611,0.526432,0.488189,0.125749,0.261538,5
0.371681,0.205479,0.21,0.109589,0.133556,0.477612,0.289753,0.599119,0.354331,0.113772,0.123077,5
0.362832,0.232877,0.31,0.109589,0.190317,0.343284,0.204947,0.542584,0.283465,0.245509,0.184615,5
0.230088,0.150685,0.32,0.109589,0.130217,0.626866,0.378092,0.479442,0.456693,0.275449,0.415385,5
0.451327,0.390411,0.32,0.109589,0.126878,0.313433,0.300353,0.57489,0.433071,0.173653,0.261538,5
0.265487,0.19863,0.33,0.109589,0.110184,0.074627,0.060071,0.413363,0.440945,0.149701,0.430769,5
0.460177,0.226027,0.38,0.109589,0.115192,0.492537,0.212014,0.5279,0.322835,0.149701,0.215385,5
0.548673,0.260274,0.46,0.109589,0.101836,0.059701,0.074205,0.736417,0.244094,0.185629,0.169231,5
0.415929,0.191781,0.49,0.109589,0.12187,0.552239,0.480565,0.567548,0.377953,0.131737,0.153846,5
0.371681,0.082192,0.54,0.109589,0.118531,0.358209,0.180212,0.604258,0.511811,0.125749,0.123077,5
0.646018,0.315068,0.66,0.109589,0.100167,0.074627,0.109541,0.670338,0.244094,0.137725,0.246154,5
0.274336,0.328767,0,0.116438,0.071786,0.089552,0.024735,0.464023,0.503937,0.137725,0.369231,5
0.274336,0.489726,0,0.116438,0.115192,0.074627,0.028269,0.545521,0.440945,0.113772,0.138462,5
0.283186,0.520548,0,0.116438,0.143573,0.358209,0.215548,0.494126,0.362205,0.209581,0.215385,5
0.283186,0.476027,0.01,0.116438,0.103506,0.701493,0.29682,0.450808,0.503937,0.173653,0.369231,5
0.221239,0.273973,0.03,0.116438,0.106845,0.298507,0.303887,0.54185,0.598425,0.161677,0.215385,5
0.230088,0.35274,0.07,0.116438,0.108514,0.223881,0.282686,0.544053,0.606299,0.125749,0.2,5
0.176991,0.39726,0.08,0.116438,0.156928,0.19403,0.074205,0.483113,0.551181,0.149701,0.276923,5
0.238938,0.253425,0.1,0.116438,0.093489,0.044776,0.028269,0.407489,0.440945,0.083832,0.323077,5
0.132743,0.407534,0.1,0.116438,0.068447,0.179104,0.074205,0.260646,0.653543,0.101796,0.538462,5
0.327434,0.452055,0.1,0.116438,0.115192,0.656716,0.286219,0.604258,0.582677,0.11976,0.246154,5
0.265487,0.232877,0.11,0.116438,0.111853,0.164179,0.151943,0.494126,0.370079,0.143713,0.246154,5
0.327434,0.400685,0.12,0.116438,0.133556,0.164179,0.077739,0.685022,0.606299,0.233533,0.246154,5
0.327434,0.339041,0.22,0.116438,0.125209,0.074627,0.045936,0.596916,0.409449,0.167665,0.138462,5
0.40708,0.232877,0.23,0.116438,0.131886,0.253731,0.250883,0.671806,0.322835,0.107784,0.153846,5
0.309735,0.452055,0.23,0.116438,0.078464,0.059701,0.031802,0.508811,0.496063,0.137725,0.446154,5
0.309735,0.452055,0.23,0.116438,0.078464,0.059701,0.031802,0.508811,0.496063,0.137725,0.446154,5
0.40708,0.280822,0.24,0.116438,0.110184,0.402985,0.469965,0.573421,0.370079,0.143713,0.169231,5
0.40708,0.547945,0.24,0.116438,0.125209,0.164179,0.30742,0.714391,0.582677,0.125749,0.215385,5
0.230088,0.287671,0.27,0.116438,0.1202,0.164179,0.254417,0.464758,0.511811,0.227545,0.4,5
0.469027,0.424658,0.28,0.116438,0.110184,0.298507,0.250883,0.582232,0.425197,0.107784,0.215385,5
0.247788,0.164384,0.29,0.116438,0.125209,0.373134,0.233216,0.468429,0.511811,0.209581,0.4,5
0.336283,0.321918,0.29,0.116438,0.161937,0.447761,0.399293,0.582966,0.322835,0.101796,0.107692,5
0.548673,0.527397,0.3,0.116438,0.200334,0.089552,0.190813,0.571953,0.19685,0.508982,0.276923,5
0.380531,0.130137,0.36,0.116438,0.073456,0.134328,0.116608,0.407489,0.519685,0.215569,0.523077,5
0.530973,0.486301,0.37,0.116438,0.123539,0.373134,0.226148,0.589574,0.330709,0.113772,0.230769,5
0.610619,0.205479,0.48,0.116438,0.108514,0.104478,0.04947,0.620411,0.275591,0.11976,0.4,5
0.389381,0.226027,0.49,0.116438,0.1202,0.298507,0.243816,0.633627,0.480315,0.143713,0.2,5
0.389381,0.226027,0.49,0.116438,0.1202,0.298507,0.243816,0.633627,0.480315,0.143713,0.2,5
0.39823,0.239726,0.49,0.116438,0.136895,0.552239,0.353357,0.596916,0.267717,0.155689,0.107692,5
0.699115,0.178082,0.6,0.116438,0.115192,0.447761,0.233216,0.699706,0.283465,0.239521,0.323077,5
0.513274,0.311644,0.61,0.116438,0.106845,0.149254,0.063604,0.729075,0.330709,0.215569,0.092308,5
0.743363,0.136986,0.65,0.116438,0.135225,0.208955,0.144876,0.699706,0.244094,0.167665,0.338462,5
0.274336,0.390411,0.05,0.123288,0.105175,0.208955,0.074205,0.538179,0.409449,0.167665,0.107692,5
0.230088,0.342466,0.06,0.123288,0.108514,0.208955,0.279152,0.542584,0.606299,0.125749,0.169231,5
0.40708,0.349315,0.21,0.123288,0.141903,0.41791,0.208481,0.640969,0.425197,0.149701,0.184615,5
0.283186,0.219178,0.28,0.123288,0.146912,0.253731,0.314488,0.479442,0.377953,0.203593,0.153846,5
0.389381,0.239726,0.31,0.123288,0.1202,0.343284,0.420495,0.611601,0.448819,0.167665,0.153846,5
0.256637,0.205479,0.32,0.123288,0.09182,0.089552,0.067138,0.455947,0.393701,0.065868,0.307692,5
0.477876,0.212329,0.33,0.123288,0.138564,0.402985,0.293286,0.611601,0.377953,0.209581,0.246154,5
0.212389,0.226027,0.34,0.123288,0.116861,0.223881,0.233216,0.582232,0.637795,0.161677,0.169231,5
0.371681,0.273973,0.34,0.123288,0.125209,0.343284,0.409894,0.596916,0.409449,0.167665,0.169231,5
0.646018,0.178082,0.49,0.123288,0.143573,0.164179,0.127208,0.758443,0.330709,0.167665,0.292308,5
0.646018,0.178082,0.49,0.123288,0.143573,0.164179,0.127208,0.758443,0.330709,0.167665,0.292308,5
0.513274,0.109589,0.54,0.123288,0.155259,0.059701,0.045936,0.640969,0.401575,0.179641,0.169231,5
0.575221,0.184932,0.54,0.123288,0.138564,0.298507,0.335689,0.736417,0.307087,0.107784,0.169231,5
0.761062,0.178082,0.55,0.123288,0.115192,0.059701,0.035336,0.773128,0.188976,0.125749,0.153846,5
0.132743,0.400685,0.1,0.130137,0.115192,0.179104,0.077739,0.45815,0.677165,0.197605,0.276923,5
0.221239,0.232877,0.14,0.130137,0.106845,0.208955,0.109541,0.45301,0.488189,0.095808,0.353846,5
0.389381,0.315068,0.25,0.130137,0.105175,0.119403,0.34629,0.566814,0.385827,0.143713,0.2,5
0.221239,0.246575,0.28,0.130137,0.093489,0.074627,0.035336,0.495595,0.393701,0.11976,0.292308,5
0.283186,0.212329,0.32,0.130137,0.113523,0.41791,0.183746,0.538179,0.448819,0.185629,0.292308,5
0.389381,0.246575,0.32,0.130137,0.1202,0.298507,0.409894,0.611601,0.456693,0.173653,0.153846,5
0.300885,0.342466,0.35,0.130137,0.123539,0.402985,0.162544,0.508811,0.448819,0.173653,0.369231,5
