@relation 'Wine Quality Dataset-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NumericToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NumericToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NumericToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NumericToBinary-Rfirst-last'

@attribute 'fixed acidity_binarized' {0,1}
@attribute 'volatile acidity_binarized' {0,1}
@attribute 'citric acid_binarized' {0,1}
@attribute 'residual sugar_binarized' {0,1}
@attribute chlorides_binarized {0,1}
@attribute 'free sulfur dioxide_binarized' {0,1}
@attribute 'total sulfur dioxide_binarized' {0,1}
@attribute density_binarized {0,1}
@attribute pH_binarized {0,1}
@attribute sulphates_binarized {0,1}
@attribute alcohol_binarized {0,1}
@attribute quality numeric

@data
1,1,0,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,0,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,0,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,0,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
1,1,1,1,1,1,1,1,1,1,1,7
